candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::facebookresearch/habitat-lab::300,Habitat-Lab,facebookresearch/habitat-lab,issue,300,closed,Using pre-trained models with habitat_baselines,https://github.com/facebookresearch/habitat-lab/issues/300,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,"Yet, the pre-trained model looks pretty bad and has definitely not been loaded right (attached some rollout videos).","The actions have change what number they are on, here is a little script I made to fix the checkpoints",attached some rollout videos,2020-02-19T05:09:33Z,2020-02-21T18:45:01Z,2020-02-19T10:48:40Z,4
github_issue::facebookresearch/habitat-lab::57,Habitat-Lab,facebookresearch/habitat-lab,issue,57,closed,goal distance is computed inconsistently for PointGoalSensor and SPL measure,https://github.com/facebookresearch/habitat-lab/issues/57,deviation_only,reward_score_metric_mismatch,unknown_or_not_specified,metric_computation,reward_score_metric_mismatch,unknown_or_not_specified,metric_computation,SPL: 0.0,,the computation of goal distance is inconsistent for the PointGoal sensor ... and the SPL measure,2019-04-15T12:13:19Z,2019-06-15T05:03:44Z,2019-06-15T05:03:44Z,8
github_issue::facebookresearch/habitat-lab::75,Habitat-Lab,facebookresearch/habitat-lab,issue,75,closed,Habitat-Sim change causes failing test,https://github.com/facebookresearch/habitat-lab/issues/75,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,ci_or_regression_testing,evaluation_crash_or_failure,dependency_runtime_environment,ci_or_regression_testing,TypeError: Binary operation involving quaternion and neither float nor quaternion.,Habitat-Sim change causes failing test,python test/test_mp3d_eqa.py,2019-04-25T17:28:44Z,2019-04-30T19:14:32Z,2019-04-30T19:14:31Z,1
github_pr::facebookresearch/habitat-lab::830,Habitat-Lab,facebookresearch/habitat-lab,pr,830,closed,Fix random seed for episode generator,https://github.com/facebookresearch/habitat-lab/pull/830,factor_only,unknown_or_not_applicable,seed_or_randomness,benchmark_or_eval_setup,unknown_or_not_applicable,seed_or_randomness,benchmark_or_eval_setup,,Fix the random seed for episode generator so that the process is reproducible,,2022-03-16T17:39:10Z,2022-03-16T18:08:47Z,2022-03-16T18:08:47Z,0
github_pr::facebookresearch/habitat-lab::539,Habitat-Lab,facebookresearch/habitat-lab,pr,539,closed,NAV-PACMAN baseline implementation for EQA,https://github.com/facebookresearch/habitat-lab/pull/539,deviation_and_factor,evaluation_crash_or_failure,data_dataset_format,data_loading_or_decoding,evaluation_crash_or_failure,data_dataset_format,data_loading_or_decoding,IndexError: index 94 is out of bounds for axis 0 with size 93,this is because the code is using the old cached dataset – the logic for writing which has been updated.,During evaluating the nav-pacman model,2020-12-04T12:55:32Z,2021-01-14T02:57:49Z,2021-01-05T18:38:29Z,8
github_pr::facebookresearch/habitat-lab::172,Habitat-Lab,facebookresearch/habitat-lab,pr,172,closed,"Update config system, resolve TODOs from refactoring",https://github.com/facebookresearch/habitat-lab/pull/172,factor_only,unknown_or_not_applicable,checkpoint_config_compatibility,checkpoint_or_config_loading,unknown_or_not_applicable,checkpoint_config_compatibility,checkpoint_or_config_loading,,Config merging logic now checks to ensure old checkpoints won't break on evaluation.,Config merging logic now checks to ensure old checkpoints won't break on evaluation.,2019-07-24T23:49:27Z,2019-08-02T19:56:51Z,2019-08-02T19:56:51Z,0
github_pr::facebookresearch/habitat-lab::310,Habitat-Lab,facebookresearch/habitat-lab,pr,310,closed,Split on val,https://github.com/facebookresearch/habitat-lab/pull/310,deviation_and_factor,evaluation_instability_or_flakiness,evaluation_script_harness,benchmark_or_eval_setup,evaluation_instability_or_flakiness,evaluation_script_harness,benchmark_or_eval_setup,evaluation will sometimes not run on all the scenes,our current scene splitting logic does not work for evaluation,evaluation will sometimes not run on all the scenes,2020-02-21T00:53:31Z,2020-02-24T20:22:25Z,2020-02-24T20:22:22Z,1
github_issue::haosulab/ManiSkill-Learn::28,ManiSkill-Learn,haosulab/ManiSkill-Learn,issue,28,open,How to get reproducible deterministic evaluation results?,https://github.com/haosulab/ManiSkill-Learn/issues/28,deviation_and_factor,evaluation_instability_or_flakiness,seed_or_randomness,benchmark_or_eval_setup,evaluation_instability_or_flakiness,seed_or_randomness,benchmark_or_eval_setup,"For the first run, the Success or Early Stop Rate is 0.81. For the second time, the result is 0.84.",It seems that the generated seed (using following code) is different although I set the seed to 0 explictly.,,2022-05-10T07:09:37Z,2022-05-15T01:13:16Z,,3
github_issue::haosulab/ManiSkill-Learn::2,ManiSkill-Learn,haosulab/ManiSkill-Learn,issue,2,closed,I can run the program but the output video isn't visible,https://github.com/haosulab/ManiSkill-Learn/issues/2,factor_only,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,,We find a bug when rendering with multiple gpus.,each frame is a 400×160 black picture,2021-08-30T02:02:18Z,2021-09-12T22:23:28Z,2021-09-12T22:23:28Z,27
github_issue::haosulab/ManiSkill-Learn::20,ManiSkill-Learn,haosulab/ManiSkill-Learn,issue,20,closed,"Error when executing the command: "" sh scripts/full_mani_skill_example/eval_bc_example.sh""",https://github.com/haosulab/ManiSkill-Learn/issues/20,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,"Error when executing the command: "" sh scripts/full_mani_skill_example/eval_bc_example.sh""",No such file or directory: './test/bc_transformer_drawer/BC/test/statistics.csv',eval_bc_example.sh,2021-11-17T10:34:08Z,2021-11-24T09:34:36Z,2021-11-24T09:34:36Z,2
github_issue::haosulab/ManiSkill-Learn::6,ManiSkill-Learn,haosulab/ManiSkill-Learn,issue,6,closed,Facing an error when evaluating on PushChair environment,https://github.com/haosulab/ManiSkill-Learn/issues/6,deviation_and_factor,evaluation_crash_or_failure,object_scene_task_initialization,rollout_execution,evaluation_crash_or_failure,object_scene_task_initialization,rollout_execution,error occurred during the evaluation of the PushChair environment,the error may come from the incomplete PartNet Mobility file under the running folder,error occurred during the evaluation of the PushChair environment,2021-09-28T06:49:19Z,2021-10-10T07:55:21Z,2021-10-10T07:55:21Z,2
github_issue::haosulab/ManiSkill-Learn::1,ManiSkill-Learn,haosulab/ManiSkill-Learn,issue,1,closed,"Met with ""Segmentation fault (core dumped)"" when using ""python -m tools.run_rl ......""",https://github.com/haosulab/ManiSkill-Learn/issues/1,deviation_and_factor,evaluation_crash_or_failure,simulator_physics_rendering,rollout_execution,evaluation_crash_or_failure,simulator_physics_rendering,rollout_execution,Segmentation fault (core dumped),You can try setting the environment variable `VK_ICD_FILENAMES=/usr/share/vulkan/icd.d/nvidia_icd.json`.,While I was running the evaluation and training code,2021-08-04T03:37:02Z,2021-08-04T04:01:49Z,2021-08-04T04:01:49Z,2
github_issue::mees/calvin::59,CALVIN,mees/calvin,issue,59,open,failed to EGL with glad.,https://github.com/mees/calvin/issues/59,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,failed to EGL with glad.,,python evaluation/evaluate_policy.py,2023-11-21T09:41:27Z,2025-11-11T09:50:45Z,,16
github_issue::mees/calvin::32,CALVIN,mees/calvin,issue,32,closed,Major concern about evaluation,https://github.com/mees/calvin/issues/32,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,success_rate_drop_or_mismatch;rollout_behavior_anomaly,simulator_physics_rendering;evaluation_protocol_metric,rollout_execution;benchmark_or_eval_setup,rolling out ground truth trajectories from the dataset is not always evaluated to be successful,The open loop execution of 32 actions is not 100% identical to resetting to the final state. Sometimes the difference between success and fail can be a tiny bit of movement.,rolling out ground truth trajectories from the dataset,2022-12-18T14:57:59Z,2022-12-27T00:11:09Z,2022-12-27T00:01:17Z,5
github_issue::mees/calvin::79,CALVIN,mees/calvin,issue,79,open,How to evaluate different Scene,https://github.com/mees/calvin/issues/79,factor_only,unknown_or_not_applicable,object_scene_task_initialization,environment_reset,unknown_or_not_applicable,object_scene_task_initialization,environment_reset,,"I've noticed a problem when editing evaluate_policy.py: it seems to create scenarios where necessary objects, like the red block required for a 'grab the red block' task, are not visible in the environment.",This gets converted to robot_obs and scene_obs which are then used to reset the environment state.,2024-05-07T02:45:20Z,2025-05-06T12:48:25Z,,3
github_issue::mees/calvin::114,CALVIN,mees/calvin,issue,114,open,Error while running evaluation/evaluate_policy.py,https://github.com/mees/calvin/issues/114,factor_only,unknown_or_not_applicable,dependency_runtime_environment,runtime_or_dependency_setup,unknown_or_not_applicable,dependency_runtime_environment,runtime_or_dependency_setup,,"ImportError: Error instantiating 'calvin_env.envs.play_table_env.PlayTableSimEnv' : Encountered error: `module 'numpy' has no attribute 'int'`. ... urdfpy depends on networkx 2.2 which wrongfully allows any numpy version, while it practically requires <1.20",executing evaluation/evaluate_policy.py leads to,2025-06-25T15:48:28Z,2025-11-13T13:32:28Z,,1
github_issue::mees/calvin::113,CALVIN,mees/calvin,issue,113,open,Issue with 'rotate' and 'push' tasks in training taskD_D dataset,https://github.com/mees/calvin/issues/113,deviation_and_factor,success_rate_drop_or_mismatch,evaluation_protocol_metric,metric_computation,success_rate_drop_or_mismatch,evaluation_protocol_metric,metric_computation,very low success rates for `rotate` and `push` tasks when rolling out the dataset in the simulator,mismatch between the dataset labels and the updated task success conditions,"The current task oracle labels this as a **failure**, even though the push was visually successful.",2025-06-23T15:45:22Z,2025-06-23T15:45:22Z,,0
github_issue::mees/calvin::52,CALVIN,mees/calvin,issue,52,closed,D_D_static_rgb_baseline epochs,https://github.com/mees/calvin/issues/52,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,The evaluation on the provided baseline model checkpoint only resulted SR with 23%,,just run the evaluate_policy.py,2023-07-26T23:05:58Z,2024-05-28T08:53:10Z,2023-09-06T19:13:08Z,3
github_issue::mees/calvin::43,CALVIN,mees/calvin,issue,43,closed,ModuleNotFoundError: No module named 'calvin_agent.datasets.play_data_module',https://github.com/mees/calvin/issues/43,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,ImportError: Encountered error: `No module named 'calvin_agent.datasets.play_data_module'` when loading module 'calvin_agent.datasets.play_data_module.PlayDataModule',The config has been updated and soon work now.,python calvin_agent/evaluation/evaluate_policy.py,2023-03-20T07:13:39Z,2023-12-07T18:18:24Z,2023-12-07T18:18:23Z,5
github_issue::mees/calvin::105,CALVIN,mees/calvin,issue,105,closed,No Interaction Between Robot and Environment in Task_D_D Episodes,https://github.com/mees/calvin/issues/105,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,"we only see some robot arm movements across the episodes, but there’s no real interaction with the environment—e.g., the gripper doesn’t grasp blocks, and the drawer/slider don’t move as expected per the instructions",,"We are running episodes from the task_D_D dataset (starting from episode 585722). First, we replayed robot_obs for joint positions and gripper states, and scene_obs for block positions—just the robot movements.",2025-03-27T16:32:46Z,2025-04-04T07:16:21Z,2025-04-04T07:16:21Z,0
github_issue::mees/calvin::110,CALVIN,mees/calvin,issue,110,open,Inconsistent Action between Recorded Dataset (Debug) and Actual Simulation Environment,https://github.com/mees/calvin/issues/110,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,the action guide the robot in different direction,"This issue is related to the shape of the actions, which should be adjusted if you're using relative actions.",do `env.step` to get and observation,2025-06-01T01:25:55Z,2025-06-18T14:27:59Z,,1
github_issue::mees/calvin::29,CALVIN,mees/calvin,issue,29,closed,Stepping with env.step(action) on playtablesim mutates the input action array.,https://github.com/mees/calvin/issues/29,factor_only,unknown_or_not_applicable,action_controller_interface,rollout_execution,unknown_or_not_applicable,action_controller_interface,rollout_execution,,"It seems that when using the PlayTableEnv for RL, the input action is mutated (so our actions being saved to the buffer were incorrect).",Stepping with env.step(action) on playtablesim mutates the input action array.,2022-11-04T21:18:45Z,2022-11-05T10:00:38Z,2022-11-05T10:00:38Z,1
github_issue::mees/calvin::9,CALVIN,mees/calvin,issue,9,closed,Physics of the robot arm is odd,https://github.com/mees/calvin/issues/9,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,"In some of my rollouts, I noticed in the static camera RGB image that there is an weird piece sticking out of the robot's arm. In the video I attached, that additional piece seems to be manipulating the sliding drawer.",,I am using the SlideEnv provided in the tutorial jupyter notebook for evaluating a trained RL policy.,2022-01-07T19:01:55Z,2022-01-11T10:34:06Z,2022-01-11T10:34:06Z,4
github_issue::stepjam/RLBench::282,RLBench,stepjam/RLBench,issue,282,open,Non linear path determinism,https://github.com/stepjam/RLBench/issues/282,deviation_and_factor,evaluation_instability_or_flakiness,simulator_physics_rendering,environment_reset,evaluation_instability_or_flakiness;setup_sensitive_result,simulator_physics_rendering,environment_reset,I get different results between different runs of the same seed in RLBench/PyRep.,due to the intrinsic randomness in the PyRep's Arm get_nonlinear_path method,causing the objects in the scene to end in slightly different positions.,2025-08-29T09:53:43Z,2025-08-29T09:53:43Z,,0
github_issue::stepjam/RLBench::232,RLBench,stepjam/RLBench,issue,232,open,Consistent resetting through np.random.Generator,https://github.com/stepjam/RLBench/issues/232,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state;seed_or_randomness,environment_reset,,"max_attempts introduces more samples. Even if a global seed is set, objects are not guaranteed to be in the same position","Currently, resetting is not consistent",2024-06-13T19:44:54Z,2025-07-30T13:56:22Z,,2
github_issue::stepjam/RLBench::123,RLBench,stepjam/RLBench,issue,123,closed,Bug Report. `task.reset()` will not properly reset to the inital state,https://github.com/stepjam/RLBench/issues/123,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,environment_reset,success_rate_drop_or_mismatch,unknown_or_not_specified,environment_reset,"The above code would produce a 26% success rate on reach_target task, adding this commented would alleviate the issue improving the performance to 32% success rate.",,The `task.reset()` and `task.reset_to_demo(demo)` functions will not reset to the initial state,2021-04-08T11:49:30Z,2025-06-29T11:50:03Z,2022-03-28T18:16:27Z,3
github_issue::stepjam/RLBench::92,RLBench,stepjam/RLBench,issue,92,closed,Enhance randomness of environments in different processes,https://github.com/stepjam/RLBench/issues/92,deviation_and_factor,setup_sensitive_result,seed_or_randomness,environment_reset,setup_sensitive_result,seed_or_randomness,environment_reset,"episodes are always initialized the same in the all of processes. That is, when using tasks where the target changes in each episode (like in ReachTarget), all processes have the same target all the time.",passing different seeds to each process,,2020-09-25T15:47:32Z,2020-09-27T10:42:04Z,2020-09-27T10:42:04Z,1
github_issue::stepjam/RLBench::194,RLBench,stepjam/RLBench,issue,194,closed,randomization after reset_to_demo,https://github.com/stepjam/RLBench/issues/194,deviation_only,setup_sensitive_result,unknown_or_not_specified,environment_reset,setup_sensitive_result,unknown_or_not_specified,environment_reset,the initial object pose configurations sometimes (although not always) remain different compared to the data,,after calling the reset_to_demo function,2023-08-24T05:31:03Z,2025-06-26T23:35:52Z,2024-06-11T14:57:40Z,3
github_issue::stepjam/RLBench::213,RLBench,stepjam/RLBench,issue,213,open,Open box with Domain randomization at episode >=2 failed,https://github.com/stepjam/RLBench/issues/213,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,environment_reset,rollout_behavior_anomaly;setup_sensitive_result,unknown_or_not_specified,environment_reset;rollout_execution,"at episode 2, the box is still open (despite it should be closed). This issue does not happen when we don't apply domain randomization.",,"at episode 2, the box is still open",2023-12-28T08:30:24Z,2023-12-28T08:30:24Z,,0
github_issue::stepjam/RLBench::121,RLBench,stepjam/RLBench,issue,121,closed,Bug report. Items inside obs got re-arranged after using pyrep,https://github.com/stepjam/RLBench/issues/121,factor_only,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,,"in the event that the get_low_dim_state is not overridden, then it gives a scene dump of all objects, and you cant rely on the order of these being consistent.",the items inside the obs returned by the env got re-arranged,2021-04-04T04:33:36Z,2021-10-22T03:55:44Z,2021-10-22T03:55:44Z,1
github_issue::stepjam/RLBench::264,RLBench,stepjam/RLBench,issue,264,open,Check the extrinsic parameters!,https://github.com/stepjam/RLBench/issues/264,factor_only,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,,but the projection of the front camera and the wrist camera is wrong.,projection of the front camera and the wrist camera is wrong.,2024-12-17T03:50:48Z,2025-08-27T01:59:15Z,,1
github_issue::stepjam/RLBench::207,RLBench,stepjam/RLBench,issue,207,open,The robotic arm vibrates continuously when executing the example in example,https://github.com/stepjam/RLBench/issues/207,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,the robotic arm kept vibrating and did not perform the desired action,,when I executed example（any of them),2023-11-15T07:27:00Z,2025-06-26T22:26:22Z,,2
github_issue::stepjam/RLBench::211,RLBench,stepjam/RLBench,issue,211,open,Action Execution Failed,https://github.com/stepjam/RLBench/issues/211,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,action_execution,rollout_behavior_anomaly,unknown_or_not_specified,action_execution,always encounter an action execution failure in the step() function,,action execution failure in the step() function,2023-12-02T03:24:48Z,2023-12-02T03:24:48Z,,0
github_issue::stepjam/RLBench::150,RLBench,stepjam/RLBench,issue,150,open,Question - Robot arm keeps curling up after implementing reward signal.,https://github.com/stepjam/RLBench/issues/150,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,my test results always lead to the arm curling up or trying to go back to it's initial starting position,,the arm tries to return to its initial starting position after reaching the target,2021-12-22T04:37:04Z,2022-03-29T03:51:06Z,,2
github_issue::stepjam/RLBench::94,RLBench,stepjam/RLBench,issue,94,closed,Sawyer arm - tip location problematic,https://github.com/stepjam/RLBench/issues/94,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly;evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,the Sawyer arm performs a strange rotation,,the Sawyer arm performs a strange rotation,2020-10-18T18:52:48Z,2020-11-03T07:34:15Z,2020-11-03T07:34:15Z,1
github_pr::stepjam/RLBench::281,RLBench,stepjam/RLBench,pr,281,open,Add step limit to EndEffectorPoseViaIK action to prevent infinite loops,https://github.com/stepjam/RLBench/pull/281,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,tasks getting stuck in infinite loops here,Add step limit to EndEffectorPoseViaIK action to prevent infinite loops,issues with infinite loops in the EndEffectorPoseViaIK action mode,2025-08-27T07:35:18Z,2025-08-27T07:35:18Z,,0
github_issue::ARISE-Initiative/robosuite::787,robosuite,ARISE-Initiative/robosuite,issue,787,closed,Corrupted / garbled camera images when using Gymnasium SyncVectorEnv with robosuite,https://github.com/ARISE-Initiative/robosuite/issues/787,deviation_and_factor,success_rate_drop_or_mismatch,reset_or_initial_state,environment_reset,success_rate_drop_or_mismatch,reset_or_initial_state;observation_sensor_preprocessing,environment_reset;rollout_execution,all of my vision-based policy's success rate jumped up significantly,Setting hard_reset=False resolves the issue,the image observations returned ... are corrupted,2026-01-01T22:20:59Z,2026-05-09T19:21:24Z,2026-05-09T19:21:24Z,8
github_issue::ARISE-Initiative/robosuite::739,robosuite,ARISE-Initiative/robosuite,issue,739,open,The wrong feedback of franka Panda's Fk and its F/T sensor,https://github.com/ARISE-Initiative/robosuite/issues/739,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,"the robot does the action,but the eef_pos and eef_force remain consistent",,"eef_pos = np.array(env.robot._hand_pos[""right""])",2025-07-28T09:41:39Z,2025-08-01T00:18:14Z,,0
github_issue::ARISE-Initiative/robosuite::462,robosuite,ARISE-Initiative/robosuite,issue,462,open,`flush_freq` in `data_collect_wrapper.py` affecting deterministic episode playback,https://github.com/ARISE-Initiative/robosuite/issues/462,deviation_and_factor,reproduction_failure,data_dataset_format,rollout_execution,reproduction_failure;setup_sensitive_result,data_dataset_format,rollout_execution;data_loading_or_decoding,the assertion statement fails on the first state from the second `state_file` path,"Specifically, this assertion fails on `state_*.npz` files created when `flush_freq <= 2 * args.timesteps`.","playback actions, and compare the L2 distance between recorded and actual states",2024-03-18T14:29:28Z,2024-03-23T14:37:39Z,,0
github_issue::ARISE-Initiative/robosuite::386,robosuite,ARISE-Initiative/robosuite,issue,386,closed,Gripper current_action not reset at robot.reset,https://github.com/ARISE-Initiative/robosuite/issues/386,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state,environment_reset,,"If current_action is not reset to zero at robot resets, the action before the reset has an influence on the action after.",env.reset(),2023-03-29T12:24:47Z,2023-03-30T10:22:43Z,2023-03-30T10:22:43Z,0
github_issue::ARISE-Initiative/robosuite::173,robosuite,ARISE-Initiative/robosuite,issue,173,closed,Playback script does not reproduce deterministic results,https://github.com/ARISE-Initiative/robosuite/issues/173,deviation_only,reproduction_failure,unknown_or_not_specified,rollout_execution,reproduction_failure,unknown_or_not_specified,rollout_execution,"assert(np.all(np.equal(states[j + 1], state_playback))) AssertionError",,,2021-01-14T05:17:40Z,2021-01-15T02:49:32Z,2021-01-15T02:49:32Z,2
github_issue::ARISE-Initiative/robosuite::56,robosuite,ARISE-Initiative/robosuite,issue,56,closed,[BUG] Off-screen render images are incorrectly mirrored,https://github.com/ARISE-Initiative/robosuite/issues/56,deviation_and_factor,rollout_behavior_anomaly,observation_sensor_preprocessing,observation_processing,rollout_behavior_anomaly,observation_sensor_preprocessing;action_controller_interface,observation_processing;action_execution,During the demonstrations I also always had to use inverted commands (right arrow to go left etc),images rendered off-screen by mujoco_py are upside down and mirrored when compared to images rendered by the Mujoco viewer.,,2020-01-28T18:16:20Z,2025-06-08T18:27:53Z,2020-03-03T05:41:24Z,4
github_issue::ARISE-Initiative/robosuite::659,robosuite,ARISE-Initiative/robosuite,issue,659,closed,Inconsistent Behavior in robosuite When Using Renderer,https://github.com/ARISE-Initiative/robosuite/issues/659,deviation_and_factor,reward_score_metric_mismatch,simulator_physics_rendering,rollout_execution,reward_score_metric_mismatch;setup_sensitive_result,simulator_physics_rendering,rollout_execution,Discrepancies in rewards and observations suggest that enabling the renderer modifies the environment's internal state or simulation dynamics.,Running the robosuite environment with and without the renderer results in inconsistent behavior,the test executes a series of actions and compares the rewards returned by the two instances,2025-03-19T23:03:15Z,2025-04-21T16:41:11Z,2025-04-21T16:41:09Z,2
github_issue::ARISE-Initiative/robosuite::621,robosuite,ARISE-Initiative/robosuite,issue,621,closed,Adding Mujoco-Menagerie XArm7,https://github.com/ARISE-Initiative/robosuite/issues/621,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,the arm just raises straight upwards and begins stuttering/shaking,"ensuring that the dampening, force parameters, and the actuator control limit ranges are the right values",,2025-01-14T20:34:11Z,2025-03-21T08:21:05Z,2025-01-29T06:49:01Z,5
github_issue::ARISE-Initiative/robosuite::92,robosuite,ARISE-Initiative/robosuite,issue,92,closed,Regression in training a RL agent with v1.0 branch - rewards are significantly lower,https://github.com/ARISE-Initiative/robosuite/issues/92,deviation_only,reward_score_metric_mismatch,unknown_or_not_specified,environment_reset,reward_score_metric_mismatch,unknown_or_not_specified,environment_reset,"Running this snippet before the enforced simulation reset that was added would return episode rewards of ~1, while after the change this would return rewards of ~0.2.",,enforcing simulation reset with all the environments,2020-06-08T08:24:12Z,2020-08-16T23:06:27Z,2020-08-16T23:06:27Z,5
github_issue::ARISE-Initiative/robosuite::93,robosuite,ARISE-Initiative/robosuite,issue,93,closed,Weird rotary behavior introduced on the v1.0 branch,https://github.com/ARISE-Initiative/robosuite/issues/93,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,"Running `robosuite/demo_random_action.py`, while selecting `Lift`, `Panda` and `IK_POSE` on the 1.0 branch will exhibit that rotary behavior that I'm seeing.","there was a discrepancy between the controller end effector point of reference and the observation end effector reference. Standardizing this value resulted in the the controller's eef frame of reference changing, leading to the unstable behavior",Running `robosuite/demo_random_action.py`,2020-06-10T13:23:37Z,2020-06-14T07:05:09Z,2020-06-12T06:22:22Z,2
github_issue::ARISE-Initiative/robosuite::40,robosuite,ARISE-Initiative/robosuite,issue,40,closed,Offscreen render appear black images(zeros array) as the increases of episode,https://github.com/ARISE-Initiative/robosuite/issues/40,factor_only,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,unknown_or_not_applicable,simulator_physics_rendering,rollout_execution,,Offscreen render appear black images(zeros array) as the increases of episode,"at the fixed step, obs will return a black images from obs until the end of the entire episode",2019-08-06T15:05:28Z,2020-06-01T19:16:58Z,2020-06-01T19:16:58Z,18
github_issue::ARISE-Initiative/robosuite::35,robosuite,ARISE-Initiative/robosuite,issue,35,closed,Potential issue with UniformRandomSampler,https://github.com/ARISE-Initiative/robosuite/issues/35,deviation_and_factor,setup_sensitive_result,object_scene_task_initialization,environment_reset,setup_sensitive_result,object_scene_task_initialization,environment_reset,"when I debug this value,I found the quat is the same every time.","this is a bug. Currently, passing the True value makes the sampler interpret the input as a fixed z-rotation of 1 radian.",,2019-07-02T09:31:46Z,2020-03-09T03:45:03Z,2020-03-09T03:45:03Z,2
github_issue::ARISE-Initiative/robosuite::781,robosuite,ARISE-Initiative/robosuite,issue,781,closed,how to setting joint_position controller,https://github.com/ARISE-Initiative/robosuite/issues/781,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,"I’m encountering inconsistent results: Using data from the same episode, the trajectory generated with the original OSC_POSE controller (using demo actions) differs from the trajectory generated with the JOINT_POSITION controller (using joint states from observations).",Make sure that the input type to the joint position controller is absolute and not delta,the robot doesn’t move at all,2025-12-22T08:46:51Z,2025-12-29T02:45:45Z,2025-12-24T01:52:31Z,6
github_issue::ARISE-Initiative/robosuite::745,robosuite,ARISE-Initiative/robosuite,issue,745,closed,Unexpected behavior when resetting to dynamic states in robosuite 1.4.1 with Libero datasets,https://github.com/ARISE-Initiative/robosuite/issues/745,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering;action_controller_interface,rollout_execution,there is a high probability that the trajectory cannot be reproduced. The object being manipulated often immediately falls.,"Unless you are using the exact same version of mujoco, this behavior is expected as the dynamics are slightly different across versions.","for i,action in enumerate(actions): obs, reward, done, info = env.step(action)",2025-08-21T10:26:28Z,2025-10-01T23:49:36Z,2025-10-01T23:49:36Z,2
github_issue::ARISE-Initiative/robosuite::310,robosuite,ARISE-Initiative/robosuite,issue,310,closed,TwoArmLift can be solved with single arm,https://github.com/ARISE-Initiative/robosuite/issues/310,deviation_only,reward_score_metric_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,reward_score_metric_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,The current version of the TwoArmLift environment can be trained to reach (almost) max reward while using a single arm only.,,,2022-03-22T10:26:00Z,2022-04-03T16:28:41Z,2022-04-03T16:28:41Z,1
